Country Name	Aruba	Andorra	Afghanistan	Angola	Albania	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czech Republic	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	Ecuador	"Egypt, Arab Rep."	Eritrea	Spain	Estonia	Ethiopia	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	"Hong Kong SAR, China"	Honduras	Croatia	Haiti	Hungary	Indonesia	Isle of Man	India	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	"Korea, Rep."	Kosovo	Kuwait	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Liechtenstein	Sri Lanka	Lesotho	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	Mexico	Marshall Islands	"Macedonia, FYR"	Mali	Malta	Myanmar	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	Oman	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Puerto Rico	"Korea, Dem. People’s Rep."	Portugal	Paraguay	Pacific island small states	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	Somalia	Serbia	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Swaziland	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	Togo	Thailand	Tajikistan	Turkmenistan	Timor-Leste	Tonga	Trinidad and Tobago	Tunisia	Turkey	Tuvalu	Tanzania	Uganda	Ukraine	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Vietnam	Vanuatu	West Bank and Gaza	Samoa	"Yemen, Rep."	"Congo, Dem. Rep."	Zambia	Zimbabwe
1997	85447	64147	18034130	13801868	3148281	2595220	35833965	3137652	54942	72232	18517000	7968041	7838250	6420397	10181245	6361301	10665781	123574107	8312068	597834	286968	3779354	10117000	221608	60497	7870860	167893835	266944	309746	520917	1645846	29987200	109459093	7088906	145709	14594070	1230075000	15296390	14709961	2873638	38645409	506525	409805	3682725	6312682	11000431	146956	35596	890733	10304131	82034771	685644	70756	5284991	8163474	29887717	11924991	64754566	3260612	39582413	1399535	60893264	5139835	792859	59964845	44467	108506	1143838	58316954	4531600	17568583	27246	8331366	1126786	1233520	479836	10661259	101125	56000	10871786	150306	733854	6489300	5855946	4572000	8111954	10290486	202853850	73817	997817250	3674171	62426086	21519356	271128	5836000	56890372	2534069	4545248	126057000	15333703	28842245	4696400	11338733	80190	43885	45953580	2086000	1686256	5068658	3092684	2365290	5062160	150994	31842	18323000	1801695	3575137	419450	2432851	412031	31304	27934014	31242	3654208	14329239	264000	97925825	51697	1969345	10168000	375236	45895991	609520	2335694	62939	16872896	2476188	1148284	10260421	21808125	1758097	201418	10058960	113975055	4786641	15610650	4405157	22395247	10056	3781300	2227596	128845692	2852739	24827409	73042605	18123	4969116	38649660	3759430	22240826	10108977	4980346	1894309	223734	528213	22553978	147915307	6506118	19809633	26149124	9163184	3796038	379859	3843472	5692300	26503	6672781	7596501	130110	461569	5383291	1985956	8846062	1006760		77319	15151962	16527	7494143	4506465	60544937	5936780	4335991	853867	96526	1260677	9214900	60394104	9298	31533781	21679497	50594105	3271014	272657000	23667000	108001	23108003	19270	108355	74306900	175004	2706518	172191	16349809	44558347	9763742	12059858
1998	87276	63888	18511480	14187710	3128530	2733770	36241578	3112958	55899	74206	18711000	7976789	7913000	6511920	10203008	6546493	10969093	126169583	8256786	618054	290054	3775898	10069000	230289	60943	8026257	170516482	267949	316873	533506	1678111	30247900	109207205	7110001	146669	14788609	1241935000	15728482	15108630	2953011	39234059	520180	419884	3767369	6365223	11041893	144472	37742	908040	10294373	82047195	698256	70295	5304219	8296375	30336880	12163887	65922626	3337227	39721108	1386156	62707547	5153498	800314	60186291	45126	108236	1173114	58487141	4487300	17969006	27211	8497582	1159001	1260424	496330	10720509	101302	56100	11136814	152275	737316	6543700	5985675	4501000	8258484	10266570	205753493	74853	1016402907	3712696	63616065	22200835	274047	5971000	56906744	2556780	4621329	126400000	15071300	29564614	4769000	11641509	81556	44391	46286503	1966000	1766247	5165072	3113960	2558085	5153764	153066	32357	18425000	1821632	3549331	424700	2410019	418810	30358	28292299	31517	3652732	14790245	271000	99632299	51922	1984242	10444822	377516	46509586	607662	2355588	65374	17317376	2551429	1160421	10563554	22358128	1809920	205279	10432657	116860691	4869627	15707209	4431464	22866496	10054	3815000	2224922	132013680	2911383	25199744	74656228	18524	5101633	38663481	3781101	22444986	10160196	5089306	1918419	228380	548618	22507344	147670692	7047196	20302193	26777059	9386923	3927213	390489	3878475	5736075	26795	6904231	7567745	132284	469108	5390516	1981629	8850974	1028694	31240	78846	15568797	17114	7760157	4624826	61250974	6012308	4395293	845106	96937	1262544	9333300	61344874	9334	32323953	22336812	50143939	3292134	275854000	24051000	107923	23565734	19726	108535	75456300	178074	2776568	172979	16829935	45647949	10034412	12226742
1999	89004	64161	19038420	14601983	3108778	2884188	36648054	3093820	56768	76041	18926000	7992324	7982750	6623707	10226419	6740491	11283016	128746273	8210624	640904	293572	3784389	10035000	239024	61285	8182710	173153066	268920	323812	548387	1708368	30499200	109092730	7143991	147682	14980484	1252735000	16137824	15514249	3031969	39819279	533909	429576	3848725	6411686	11080506	139428	39810	925491	10283860	82100243	710652	69902	5321799	8429116	30766551	12398691	67112877	3429656	39926268	1380620	64550161	5165474	806494	60496715	45852	107808	1202412	58682466	4452500	18384426	27233	8647336	1192920	1287727	513347	10761698	101441	56100	11408815	153951	740189	6606500	6114534	4554000	8404396	10237530	208644079	75879	1034976626	3754786	64780362	22888600	277381	6125000	56916317	2574289	4691402	126631000	14928426	30301240	4840400	11928306	82969	44938	46616677	1762000	1853152	5256207	3156661	2741755	5245414	155073	32843	18532000	1839631	3524238	430475	2390482	425448	29305	28630973	31795	3647001	15262817	280000	101266570	52076	1999362	10736542	379360	47106923	606001	2376165	67271	17774066	2629806	1175267	10882543	22898579	1857320	209214	10821434	119826231	4949661	15812088	4461913	23315053	10044	3835100	2225481	135158132	2970193	25561297	76285225	18878	5236863	38660271	3800081	22641747	10217828	5196935	1941464	232956	570643	22472040	147214392	7585143	20825955	27406808	9617641	3958723	401319	3948800	5775660	27097	7148406	7540401	134602	475637	5396020	1983045	8857874	1048151	31084	80410	15972430	17866	8042713	4747665	61973957	6094126	4449427	841063	97398	1264781	9455900	62295617	9374	33135281	23026357	49673350	3309318	279040000	24311650	107879	24023355	20186	108596	76596700	181346	2848431	173758	17304422	46788238	10309310	12374019
2000	90858	65399	19701940	15058638	3089027	3050128	37057453	3076098	57522	77648	19153000	8011566	8048600	6767073	10251250	6949366	11607944	131280739	8170172	666855	297891	3792878	10005000	247312	61833	8339512	175786441	269838	330554	564187	1736579	30769700	108405522	7184250	148725	15170387	1262645000	16517948	15927713	3109269	40403959	547696	438737	3925450	6454716	11116787	133860	41685	943287	10255063	82211508	722562	69679	5339616	8562623	31183658	12628596	68334905	3535156	40263216	1396985	66443603	5176209	811223	60912498	46491	107430	1231548	58892514	4418300	18824994	27351	8799165	1228863	1315455	530896	10805808	101620	56200	11688660	155328	742218	6665000	6243080	4426000	8549202	10210971	211540428	76806	1053481072	3805174	65850062	23574751	281205	6289000	56942108	2589389	4767476	126843000	14883626	31065820	4898400	12197905	84406	45544	47008111	1700000	1929470	5342879	3235380	2891968	5337264	156949	33282	18655000	1856225	3499536	436300	2367550	431907	28384	28950553	32081	3639592	15744811	286000	102808590	52161	2012051	11046926	381363	47669791	604950	2397438	68434	18264536	2711421	1186873	11193230	23420751	1897953	213230	11224523	122876723	5026792	15925513	4490967	23740145	10042	3857700	2239403	138250487	3028751	25914875	77932247	19174	5374051	38258629	3810605	22840218	10289898	5302703	1963761	237267	593453	22442971	146596557	8021875	21392273	28079664	9860578	4027887	412336	4060709	5811836	27420	7385416	7516346	137164	480751	5388720	1988925	8872109	1063715	30519	81131	16354050	18876	8343321	4874735	62693322	6186152	4501419	847185	97898	1267980	9552500	63240157	9419	33991590	23757636	49175848	3321242	282162411	24650400	107897	24481477	20643	108639	77630900	185058	2922153	174614	17795219	48048664	10585220	12499981
2001	92894	67770	20531160	15562791	3060173	3217865	37471535	3060036	58176	78972	19413000	8042293	8111200	6946720	10286570	7174911	11943740	133776064	8020282	694893	303138	3799747	9928000	254989	62504	8496378	178419396	270686	337074	580784	1762531	31081900	107811539	7229854	149797	15358418	1271850000	16865376	16349364	3183883	40988909	561525	447357	3996800	6497461	11151472	129047	43317	961482	10216605	82349925	734088	69660	5358783	8697127	31590320	12852753	69599945	3655006	40756001	1388115	68393128	5188008	814215	61357431	47012	107170	1260435	59119673	4386400	19293804	27580	8955756	1267103	1343646	549007	10862132	101849	56350	11976725	156417	743163	6714300	6371304	4440000	8692564	10187576	214448301	77608	1071888190	3866243	66812736	24258794	284968	6439000	56974100	2605556	4850227	127149000	14858335	31863280	4945100	12448881	85858	46216	47357362	1701154	1990022	5424701	3359875	2998770	5428303	158650	33663	18797000	1871489	3470818	441525	2337170	438088	27782	29250983	32364	3631462	16235767	292000	104239563	52184	2021585	11376094	393028	48195684	607389	2419729	68817	18792357	2796502	1196287	11491824	23920963	1931005	217324	11642308	126014935	5100750	16046180	4513751	24140941	10053	3880500	2272547	141282077	3086887	26261363	79604541	19404	5512835	38248076	3818774	23043441	10362722	5406625	1985179	241276	613720	22131970	145976083	8329113	22007937	28805142	10118078	4138012	423535	4220198	5844738	27771	7610053	7503433	140003	484210	5378867	1992060	8895960	1074765	31189	81202	16694414	20186	8663599	5006223	63415174	6290413	4551762	865848	98434	1272383	9650600	64182694	9471	34899062	24534668	48683865	3327105	284968955	24964450	107989	24940223	21087	108386	78620500	189288	2997784	175567	18306287	49449015	10861238	12603988
2002	94995	71046	21487079	16109696	3051010	3394060	37889443	3047249	58729	80030	19651400	8081957	8171950	7159918	10332785	7414744	12290984	136228456	7868468	725365	309170	3808347	9865000	262202	62912	8653343	181045592	271479	343383	598421	1786672	31362000	107128884	7284753	150905	15544554	1280400000	17185421	16779434	3256867	41572493	575428	455396	4063208	6532561	11184540	129205	44742	979883	10196916	82488495	745459	69806	5375931	8832286	31990387	13072056	70908710	3788532	41431558	1379350	70391170	5200598	815691	61805267	47452	106983	1289192	59370479	4357000	19788181	27903	9114287	1307674	1372367	567664	10902022	102100	56609	12272208	157241	743107	6744100	6499001	4440000	8834739	10158608	217369087	78318	1090189358	3931947	67696677	24943793	287523	6570000	57059007	2615253	4938935	127445000	14858948	32691980	4990700	12681984	87343	46935	47622179	1702310	2042215	5502340	3522842	3070673	5518341	160218	33995	18939000	1885488	3443067	446175	2310173	444178	27450	29535591	32648	3623062	16736029	297000	105578297	52161	2028706	11723017	395969	48689952	609828	2443503	68499	19348715	2884672	1204621	11788731	24401977	1957749	221490	12075991	129246283	5171736	16148929	4538159	24516969	10073	3948500	2323203	144271586	3144728	26601463	81294378	19575	5653284	38230364	3823701	23248053	10419631	5508615	2005803	245032	634388	21730496	145306046	8539029	22668102	29569978	10389457	4175950	434893	4422154	5874301	28142	7827203	7496522	143085	486271	5376912	1994530	8924958	1082195	32566	83700	16997521	21740	9002102	5142419	64136669	6406518	4600172	894837	99005	1277840	9748900	65125766	9530	35855480	25355794	48202500	3327770	287625193	25271850	108150	25399143	21530	108208	79537700	193957	3075373	176592	18832097	50971407	11139978	12691431
2003	97015	74783	22507368	16691395	3039616	3625798	38309475	3036420	59117	80904	19895400	8121423	8234100	7401215	10376133	7665681	12651596	138600174	7823557	761595	315757	3817313	9797000	269132	63325	8810420	183627339	272261	349557	616474	1810438	31676000	106808998	7339001	152034	15729268	1288400000	17491539	17218591	3331564	42152147	589500	462675	4125970	6567210	11214837	131897	46032	998150	10193998	82534176	756656	70058	5390574	8967759	32394886	13289600	72247626	3928408	42187645	1370720	72432290	5213014	816626	62244884	47812	106816	1318093	59647577	4301000	20305396	28290	9281572	1350345	1401716	586772	10928070	102371	56765	12573346	157823	742537	6730800	6626304	4440000	8976555	10129552	220307809	78975	1108369577	3996521	68522074	25630426	289521	6689700	57313203	2624695	5042538	127718000	14909018	33551079	5043300	12901217	88892	47681	47859311	1703466	2095993	5579003	3701464	3124222	5609166	161767	34290	19083000	1898778	3415213	451630	2287955	450754	27363	29812685	32960	3612874	17245275	304000	106888418	52115	2033974	12088867	398582	49151958	612267	2469045	67562	19928496	2974686	1213370	12090476	24869423	1980531	225000	12526725	132581484	5240876	16225302	4564855	24868900	10096	4027200	2385075	147251530	3202511	26937737	82971734	19700	5795571	38204570	3826095	23449173	10458821	5607948	2026433	248536	668165	21574326	144648257	8686469	23357887	30365586	10673320	4114826	446352	4647701	5900929	28520	8039104	7480591	146357	487641	5373374	1995733	8958229	1087949	33790	82800	17304339	23412	9353516	5283246	64817254	6532871	4648036	929431	99606	1284052	9839800	66060121	9590	36866228	26217760	47812950	3325637	290107933	25567650	108354	25857553	22000	108085	80467400	198963	3154969	177677	19374012	52602208	11426006	12774162
2004	98742	78337	23499850	17295500	3026939	3975945	38728778	3025982	59262	81718	20127400	8171966	8306500	7661613	10421137	7922796	13028039	140843786	7781161	807989	322539	3825872	9730000	276085	63740	8967740	186116363	273091	355700	634235	1835750	31995000	106530417	7389625	153170	15913119	1296075000	17802516	17667576	3412592	42724157	603869	468985	4187039	6603018	11240680	134192	47299	1015827	10197101	82516260	767644	70325	5404523	9102997	32817225	13509645	73596068	4064958	42921895	1362550	74506974	5228172	818355	62704897	48103	106575	1347524	59987905	4245000	20840493	28694	9464771	1394727	1431816	606201	10955141	102657	56911	12877711	158194	742162	6783500	6753352	4439000	9119182	10107146	223268606	79636	1126419321	4070262	69321953	26320530	292074	6809000	57685327	2634145	5171633	127761000	15012985	34437460	5104700	13112334	90545	48424	48039415	1704622	2166344	5658894	3863271	3184643	5703224	163462	34569	19227000	1912042	3377075	458095	2263122	458579	27514	30093109	33339	3603945	17763367	312000	108257822	52074	2038444	12474857	401268	49582751	613353	2496621	66143	20523159	3064882	1221003	12407618	25332026	2002745	228000	12996012	136033321	5309703	16281779	4591910	25198130	10113	4087500	2448194	150267989	3260611	27273188	84596249	19805	5940048	38182222	3826878	23639296	10483861	5703742	2048118	251811	732096	21451748	144067054	8828956	24055573	31176209	10967016	4166664	457841	4870467	5925089	28891	8251054	7463157	149732	489312	5372280	1997012	8993531	1094775	35316	82500	17671913	25025	9710498	5428552	65404522	6666628	4696876	962634	100226	1290535	9932400	66973561	9646	37935334	27114742	47451600	3324096	292805298	25864350	108563	26314483	22538	107950	81436400	204144	3236626	178794	19931617	54314855	11725635	12867828
2005	100031	81223	24399948	17912942	3011487	4481976	39145491	3014917	59117	82565	20394800	8227829	8391850	7934213	10478617	8182362	13421929	142929979	7739900	867014	329243	3833377	9663000	283279	64154	9125405	188479240	274013	361889	651163	1864003	32312000	106254694	7437115	154298	16096571	1303720000	18132702	18126999	3503086	43285636	618632	474224	4247843	6640916	11261052	137658	48623	1032586	10211216	82469422	778406	70542	5419432	9237565	33267887	13735232	74942115	4191273	43653155	1354775	76608431	5246096	821820	63179356	48337	106198	1377777	60401206	4190000	21389514	29080	9669023	1440542	1462784	625866	10987314	102951	56935	13183505	158401	742495	6813200	6880181	4442000	9263409	10087065	226254703	80345	1144326293	4159914	70122115	27017712	296734	6930100	57969484	2643601	5332982	127773000	15147029	35349040	5162600	13320058	92329	49139	48138077	1705780	2263604	5745012	3986865	3269786	5801543	165407	34852	19373000	1925844	3322528	465158	2238799	468149	27906	30385479	33808	3595187	18290394	321000	109747906	52058	2042894	12881384	403834	49984704	614261	2526447	64372	21126676	3154087	1228254	12747846	25796124	2027026	231000	13485436	139611303	5379327	16319868	4623291	25506847	10115	4133900	2506891	153356383	3319301	27610406	86141373	19907	6086905	38165445	3821362	23813324	10503330	5795493	2071588	254884	836924	21319685	143518523	9008230	24745230	31990003	11268994	4265762	469306	5071271	5947206	29242	8466938	7440769	153146	491999	5372807	2000474	9029572	1104642	36934	82900	18132842	26450	10067932	5578219	65863973	6805655	4747839	979201	100858	1296933	10029000	67860617	9694	39065600	28042413	47105150	3325608	295516599	26167000	108749	26769115	23169	107863	82392100	209375	3320396	179928	20504385	56089536	12043591	12984418
2006	100830	83373	25183615	18541467	2992547	5171255	39558750	3002161	58648	83467	20697900	8268641	8484550	8218070	10547958	8443717	13834195	144839238	7699020	940808	335801	3838504	9604000	290751	64523	9283345	190698241	275040	368150	666920	1895671	32570505	105999320	7483934	155415	16279728	1311020000	18486392	18597109	3604595	43835744	633814	478265	4308790	6681231	11275199	141239	50028	1048293	10238905	82376451	788941	70690	5437272	9371333	33749328	13967490	76274285	4304440	44397319	1346810	78735675	5266268	827390	63621376	48505	105680	1408920	60846820	4136000	21951891	29437	9898301	1487731	1494603	645718	11020362	103259	56774	13490041	158429	743705	6857100	7007029	4440000	9409479	10071370	229263980	81110	1162088305	4273591	70923164	27716983	303782	7053700	58143979	2653042	5530218	127854000	15308084	36286015	5218400	13525360	94257	49818	48371946	1719536	2389498	5838837	4057041	3384804	5907149	167656	35141	19520000	1940345	3269909	472637	2218357	479728	28414	30691434	34384	3585209	18826129	333000	111382857	52080	2047330	13309942	405308	50355559	615025	2558484	62235	21737860	3241762	1233996	13112383	26263048	2053915	235000	13995530	143318011	5450217	16346101	4660677	25794344	10101	4184600	2553376	156524189	3378600	27949958	87592899	20012	6236158	38141267	3805214	23969897	10522288	5882797	2097182	257731	988448	21193760	143049528	9231041	25419994	32809056	11578430	4401365	480716	5243214	5967556	29568	8686939	7411569	156584	495953	5373054	2006868	9080505	1118204	38270	84600	18728200	27642	10423616	5732175	66174486	6949566	4801594	996052	101507	1303141	10127900	68704721	9732	40260847	29000925	46787750	3331041	298379912	26488250	108908	27221228	23908	107700	83311200	214635	3406334	181072	21093973	57926840	12381509	13127942
2007	101218	84878	25877544	19183907	2970017	6010100	39969903	2988117	57904	84397	20827600	8295487	8581300	8514578	10625700	8707637	14264002	146592687	7545338	1026568	342259	3840418	9560000	298403	64888	9441482	192784521	276154	374459	681471	1930431	32887928	105504531	7551117	156516	16462701	1317885000	18862172	19078100	3715665	44374647	649404	481278	4369465	6723587	11284043	144056	51480	1063040	10298828	82266372	799309	70795	5461438	9504336	34261971	14205479	77605327	4406299	45226803	1340680	80891968	5288720	834729	64016229	48599	105080	1440902	61322463	4082000	22528041	29770	10152521	1536424	1527342	665798	11048473	103587	56555	13797629	158332	745638	6916300	7133737	4436000	9556958	10055780	232296830	81914	1179685631	4398942	71720859	28423538	311566	7180100	58438310	2662481	5759424	128001000	15484192	37250540	5268400	13728700	96310	50465	48597652	1733404	2538591	5939634	4085426	3522337	6017794	170146	35431	19668000	1955656	3231294	479993	2200325	493022	28905	31011322	35046	3576910	19371031	349000	113139374	52136	2051427	13759226	406724	50698814	615875	2592776	59791	22359637	3328285	1239630	13498377	26730607	2083174	238000	14527631	147152502	5522119	16381696	4709153	26063619	10075	4223800	2593750	159767672	3438398	28292768	88965508	20118	6387470	38120560	3782995	24111945	10542964	5966160	2124650	260361	1178955	20882982	142805088	9481083	26083522	33637960	11897230	4588599	492075	5391108	5986414	29874	8909015	7381579	160064	500953	5374622	2018122	9148092	1134853	39462	85033	19425597	28638	10779504	5890414	66353572	7099021	4858235	1013194	102169	1309260	10225100	69515492	9764	41522004	29991958	46509350	3339750	301231207	26868000	109049	27670659	24735	107423	84218500	219956	3494496	182238	21701105	59834875	12738676	13297798
2008	101342	85616	26528741	19842251	2947314	6900142	40381860	2975029	57031	85350	21249200	8321496	8763400	8821795	10709973	8973525	14709011	148252473	7492561	1115777	348587	3839749	9528000	306165	65273	9599916	194769696	277315	380786	694990	1967866	33245773	105126686	7647675	157587	16645940	1324655000	19261647	19570418	3832771	44901660	665414	483824	4429506	6767278	11290239	145880	52925	1077010	10384603	82110097	809639	70881	5493621	9636491	34811059	14447600	78976122	4500638	45954106	1337090	83079608	5313399	843206	64374990	48629	104472	1473741	61806995	4030000	23115919	30089	10427356	1586749	1561293	686223	11077841	103934	56328	14106687	158310	748096	6957800	7259470	4434508	9705130	10038188	235360765	82737	1197070109	4489544	72530693	29163327	317414	7308800	58826731	2671934	6010035	128063000	15674000	38244442	5318700	13933660	98437	51093	48948698	1747383	2705290	6045439	4109389	3672782	6123022	172729	35721	19817000	1972194	3198231	488650	2177322	507274	29376	31350544	35731	3570108	19926798	362000	114972821	52221	2055266	14223403	409379	51030006	616969	2629666	57343	22994867	3414552	1244121	13904671	27197419	2115703	242000	15085130	151115683	5594524	16445593	4768212	26325183	10047	4259800	2652281	163096985	3498679	28642048	90297115	20227	6540267	38125759	3760866	24243829	10558177	6047131	2153399	262877	1388962	20537875	142742350	9750314	26742842	34470138	12229703	4839396	503410	5521838	6004199	30160	9132589	7350222	163595	506657	5379233	2021316	9219637	1153750	40458	86956	20097057	29481	11139740	6052937	66453255	7254072	4917541	1030630	102816	1315372	10328900	70344357	9788	42844744	31014427	46258200	3350832	304093966	27302800	109165	28116716	25604	107091	85118700	225335	3596688	183440	22322699	61809278	13114579	13495462
2009	101416	85474	27207291	20520103	2927519	7705423	40798641	2966108	56226	86300	21691700	8343323	8947243	9137786	10796493	9240982	15165856	149905836	7444443	1196774	354780	3837732	9507000	313925	65636	9758799	196701298	278466	387080	707830	2007212	33628571	104924372	7743831	158613	16829957	1331260000	19684909	20074522	3950786	45416276	681845	486673	4488261	6811213	11297442	146833	54285	1090486	10443936	81902307	820097	70995	5523095	9767737	35401790	14691310	80442443	4593549	46362946	1334515	85302099	5338871	851854	64707044	48613	103961	1507428	62276270	3978000	23713164	30407	10715770	1638899	1596832	707155	11107017	104298	56323	14418033	158621	750749	6972800	7383098	4429078	9852953	10022650	238465165	83548	1214182182	4535375	73370982	29970634	318499	7485600	59095365	2681386	6266865	128047000	16092701	39269988	5383300	14144337	100566	51717	49182038	1761474	2881243	6153153	4181742	3821498	6208680	175196	36004	19967000	1990413	3162916	497783	2141669	521405	29820	31714958	36351	3565604	20495706	360000	116815612	52321	2058920	14694565	412477	51369725	618294	2669572	55276	23647815	3501927	1247429	14329056	27661017	2152357	245000	15672194	155207145	5666595	16530388	4828726	26592666	10028	4302600	2762073	166520983	3559401	29001563	91641881	20344	6693799	38151603	3740410	24371806	10568247	6127847	2182547	265412	1591151	20367487	142785342	10024594	27409491	35297298	12581624	4987573	514767	5647194	6021368	30431	9356827	7320807	167196	512522	5386406	2039669	9298515	1173529	39133	87298	20566871	30247	11510535	6219761	66548197	7414960	4978960	1048367	103416	1321624	10439600	71261307	9808	44222113	32067125	46053300	3362761	306771529	27767400	109255	28558607	26450	106707	86025000	230782	3702218	184700	22954226	63845097	13507849	13720997
2010	101597	84419	27962207	21219954	2913021	8329453	41222875	2963496	55636	87233	22031750	8363404	9054332	9461117	10895586	9509798	15632066	151616777	7395599	1261319	360830	3835258	9490000	321609	65124	9918245	198614208	279566	393302	720246	2047831	34005274	104543801	7824909	159583	17015048	1337705000	20131707	20590666	4066078	45918101	698695	490379	4545273	6854569	11308133	148703	55509	1103685	10474410	81776930	830802	71167	5547683	9897983	36036159	14934692	82040994	4689664	46576897	1331475	87561814	5363352	859952	65027512	48567	103619	1541936	62766365	3926000	24317734	30732	11012406	1693002	1634196	728710	11121341	104677	56905	14732261	159440	753362	7024200	7503875	4417781	9999617	10000023	241613126	84327	1230984504	4560155	74253373	30868156	318041	7623600	59277417	2690824	6517912	128070000	16321581	40328313	5447900	14363586	102648	52352	49410366	1775680	3059473	6260544	4337156	3957990	6265697	177397	36276	20118000	2010586	3097282	506953	2097555	534626	30235	32107739	36845	3562045	21079532	367000	118617542	52428	2062443	15167286	414508	51733013	619428	2712657	53860	24321457	3591400	1250400	14769824	28119500	2193643	250000	16291990	159424742	5737722	16615394	4889252	26875910	10025	4350700	2943747	170043918	3620506	29373644	93038902	20470	6847517	38042794	3721526	24500506	10573100	6209877	2211421	268065	1765513	20246871	142849449	10293669	28090647	36114885	12956791	5076732	526177	5775902	6038306	30690	9581714	7291436	170880	518141	5391428	2048583	9378126	1193148	35474	89770	20720602	30993	11896380	6390851	66692024	7581696	5041995	1066409	103947	1328095	10547100	72310416	9827	45648525	33149417	45870700	3374414	309346863	28562400	109316	28995745	27223	106267	86932500	236299	3811102	186029	23591972	65938712	13917439	13973897
2011	101936	82326	28809167	21942296	2904780	8734722	41655616	2967984	55316	88152	22340024	8391643	9173082	9790151	11047744	9779391	16106851	153405612	7348328	1306014	366711	3832310	9473000	329193	64564	10078238	200517584	280602	399443	732246	2089706	34342780	104174038	7912398	160489	17201305	1344130000	20604172	21119065	4177435	46406446	715972	495159	4600487	6896697	11323570	150831	56580	1116644	10496088	81797673	841802	71402	5570572	10027140	36717132	15177280	83787634	4789568	46742697	1327439	89858696	5388272	867327	65342776	48492	103476	1577298	63258918	3875000	24928503	31067	11316351	1749099	1673509	750918	11104899	105070	56890	15049280	160858	755883	7071600	7621414	4280622	10144890	9971727	244808254	85069	1247446011	4576794	75184322	31867758	319014	7765800	59379449	2699838	6760371	127817277	16556600	41419954	5514600	14593099	104662	52998	49779440	1790957	3239181	6366909	4591698	4079574	6288652	179278	36537	20270000	2032950	3028115	518347	2059709	546682	30615	32531964	37189	3559986	21678867	377000	120365271	52541	2065888	15639115	416268	52125411	620079	2759074	53234	25016921	3683221	1252404	15226813	28572970	2240161	254000	16946485	163770669	5807787	16693074	4953088	27179237	10043	4384000	3210003	173669648	3681979	29759891	94501233	20606	7001172	38063255	3678736	24631359	10557560	6293763	2239849	270862	1905437	20147528	142960868	10556429	28788438	36918193	13357003	5183688	537648	5908908	6055208	30938	9806670	7234099	174646	523439	5398384	2052843	9449213	1212458	33435	87441	20501167	31727	12298512	6566179	66902958	7753925	5106672	1120392	104392	1334790	10673800	73517002	9844	47122998	34260342	45706100	3385610	311718857	29339400	109341	29427631	27906	105784	87860300	241876	3927051	187434	24234940	68087376	14343526	14255592
